"lsoa11cd","lsoa11nm","measure","value"
"E01005636","Salford 020F","Working-age adults with no qualifications",84
"E01005637","Salford 020G","Working-age adults with no qualifications",149
"E01005629","Salford 021A","Working-age adults with no qualifications",120
"E01005630","Salford 021B","Working-age adults with no qualifications",146
"E01005719","Salford 021C","Working-age adults with no qualifications",211
"E01005720","Salford 021D","Working-age adults with no qualifications",301
"E01005722","Salford 021E","Working-age adults with no qualifications",292
"E01005723","Salford 021F","Working-age adults with no qualifications",259
"E01005724","Salford 021G","Working-age adults with no qualifications",94
"E01005610","Salford 022D","Working-age adults with no qualifications",257
"E01032684","Salford 022E","Working-age adults with no qualifications",126
"E01032687","Salford 022F","Working-age adults with no qualifications",68
"E01032906","Salford 022G","Working-age adults with no qualifications",128
"E01032907","Salford 022H","Working-age adults with no qualifications",173
"E01032909","Salford 022I","Working-age adults with no qualifications",22
"E01032911","Salford 022J","Working-age adults with no qualifications",51
"E01033330","Salford 022K","Working-age adults with no qualifications",309
"E01005654","Salford 023A","Working-age adults with no qualifications",184
"E01005656","Salford 023B","Working-age adults with no qualifications",250
"E01005657","Salford 023C","Working-age adults with no qualifications",241
"E01005721","Salford 023D","Working-age adults with no qualifications",200
"E01005655","Salford 024A","Working-age adults with no qualifications",280
"E01005658","Salford 024B","Working-age adults with no qualifications",385
"E01005681","Salford 024C","Working-age adults with no qualifications",244
"E01005682","Salford 024D","Working-age adults with no qualifications",366
"E01005729","Salford 025A","Working-age adults with no qualifications",310
"E01005730","Salford 025B","Working-age adults with no qualifications",172
"E01005731","Salford 025C","Working-age adults with no qualifications",275
"E01005732","Salford 025D","Working-age adults with no qualifications",189
"E01005599","Salford 026A","Working-age adults with no qualifications",295
"E01005600","Salford 026B","Working-age adults with no qualifications",194
"E01005601","Salford 026C","Working-age adults with no qualifications",250
"E01005602","Salford 026D","Working-age adults with no qualifications",228
"E01005603","Salford 027A","Working-age adults with no qualifications",176
"E01005604","Salford 027B","Working-age adults with no qualifications",199
"E01005605","Salford 027C","Working-age adults with no qualifications",186
"E01005638","Salford 027D","Working-age adults with no qualifications",214
"E01005667","Salford 028B","Working-age adults with no qualifications",378
"E01032685","Salford 028E","Working-age adults with no qualifications",34
"E01032686","Salford 028F","Working-age adults with no qualifications",32
"E01032912","Salford 028G","Working-age adults with no qualifications",309
"E01032914","Salford 028H","Working-age adults with no qualifications",113
"E01032915","Salford 028I","Working-age adults with no qualifications",268
"E01032917","Salford 028J","Working-age adults with no qualifications",106
"E01005639","Salford 029A","Working-age adults with no qualifications",274
"E01005640","Salford 029B","Working-age adults with no qualifications",233
"E01005641","Salford 029C","Working-age adults with no qualifications",174
"E01005642","Salford 029D","Working-age adults with no qualifications",95
"E01005643","Salford 029E","Working-age adults with no qualifications",123
"E01005644","Salford 029F","Working-age adults with no qualifications",132
"E01005645","Salford 029G","Working-age adults with no qualifications",103
"E01005616","Salford 030A","Working-age adults with no qualifications",215
"E01005617","Salford 030B","Working-age adults with no qualifications",166
"E01005618","Salford 030C","Working-age adults with no qualifications",189
"E01005619","Salford 030D","Working-age adults with no qualifications",195
"E01005620","Salford 030E","Working-age adults with no qualifications",197
"E01005621","Salford 030F","Working-age adults with no qualifications",207
"E01005886","Stockport 001A","Working-age adults with no qualifications",207
"E01005888","Stockport 001B","Working-age adults with no qualifications",162
"E01005889","Stockport 001C","Working-age adults with no qualifications",167
"E01005891","Stockport 001D","Working-age adults with no qualifications",131
"E01005894","Stockport 001E","Working-age adults with no qualifications",162
"E01005887","Stockport 002A","Working-age adults with no qualifications",231
"E01005890","Stockport 002B","Working-age adults with no qualifications",215
"E01005893","Stockport 002C","Working-age adults with no qualifications",209
"E01005896","Stockport 002D","Working-age adults with no qualifications",188
"E01005919","Stockport 002E","Working-age adults with no qualifications",242
"E01005862","Stockport 003A","Working-age adults with no qualifications",93
"E01005892","Stockport 003B","Working-age adults with no qualifications",140
"E01005895","Stockport 003C","Working-age adults with no qualifications",127
"E01005920","Stockport 003D","Working-age adults with no qualifications",146
"E01005921","Stockport 003E","Working-age adults with no qualifications",167
"E01005922","Stockport 003F","Working-age adults with no qualifications",133
"E01005753","Stockport 004A","Working-age adults with no qualifications",363
"E01005754","Stockport 004B","Working-age adults with no qualifications",455
"E01005755","Stockport 004C","Working-age adults with no qualifications",315
"E01005756","Stockport 004D","Working-age adults with no qualifications",368
"E01005745","Stockport 005A","Working-age adults with no qualifications",147
"E01005746","Stockport 005B","Working-age adults with no qualifications",217
"E01005747","Stockport 005C","Working-age adults with no qualifications",88
"E01005748","Stockport 005D","Working-age adults with no qualifications",80
"E01005863","Stockport 006A","Working-age adults with no qualifications",111
"E01005864","Stockport 006B","Working-age adults with no qualifications",46
"E01005866","Stockport 006C","Working-age adults with no qualifications",121
"E01005869","Stockport 006D","Working-age adults with no qualifications",101
"E01005914","Stockport 007A","Working-age adults with no qualifications",177
"E01005915","Stockport 007B","Working-age adults with no qualifications",208
"E01005916","Stockport 007C","Working-age adults with no qualifications",189
"E01005917","Stockport 007D","Working-age adults with no qualifications",205
"E01005859","Stockport 008A","Working-age adults with no qualifications",39
"E01005865","Stockport 008B","Working-age adults with no qualifications",61
"E01005867","Stockport 008C","Working-age adults with no qualifications",33
"E01005868","Stockport 008D","Working-age adults with no qualifications",63
"E01005743","Stockport 009A","Working-age adults with no qualifications",120
"E01005744","Stockport 009B","Working-age adults with no qualifications",197
"E01005749","Stockport 009C","Working-age adults with no qualifications",117
"E01005750","Stockport 009D","Working-age adults with no qualifications",153
"E01005751","Stockport 009E","Working-age adults with no qualifications",130
"E01005897","Stockport 010A","Working-age adults with no qualifications",173
"E01005898","Stockport 010B","Working-age adults with no qualifications",144
"E01005900","Stockport 010C","Working-age adults with no qualifications",138
"E01005903","Stockport 010D","Working-age adults with no qualifications",63
"E01005904","Stockport 010E","Working-age adults with no qualifications",51
"E01005853","Stockport 011A","Working-age adults with no qualifications",172
"E01005856","Stockport 011B","Working-age adults with no qualifications",81
"E01005860","Stockport 011C","Working-age adults with no qualifications",82
"E01005861","Stockport 011D","Working-age adults with no qualifications",99
"E01005752","Stockport 012A","Working-age adults with no qualifications",167
"E01005899","Stockport 012B","Working-age adults with no qualifications",114
"E01005901","Stockport 012C","Working-age adults with no qualifications",103
"E01005902","Stockport 012D","Working-age adults with no qualifications",245
"E01005905","Stockport 012E","Working-age adults with no qualifications",198
"E01005852","Stockport 013A","Working-age adults with no qualifications",80
"E01005854","Stockport 013B","Working-age adults with no qualifications",54
"E01005855","Stockport 013C","Working-age adults with no qualifications",54
"E01005857","Stockport 013D","Working-age adults with no qualifications",96
"E01005858","Stockport 013E","Working-age adults with no qualifications",60
"E01005757","Stockport 014A","Working-age adults with no qualifications",194
"E01005758","Stockport 014B","Working-age adults with no qualifications",465
"E01005766","Stockport 014C","Working-age adults with no qualifications",251
"E01005918","Stockport 014D","Working-age adults with no qualifications",361
"E01005870","Stockport 015A","Working-age adults with no qualifications",115
"E01005871","Stockport 015B","Working-age adults with no qualifications",139
"E01005873","Stockport 015C","Working-age adults with no qualifications",116
"E01005875","Stockport 015D","Working-age adults with no qualifications",122
"E01005764","Stockport 016A","Working-age adults with no qualifications",174
"E01005816","Stockport 016B","Working-age adults with no qualifications",155
"E01005817","Stockport 016C","Working-age adults with no qualifications",152
"E01005822","Stockport 016D","Working-age adults with no qualifications",271
"E01005880","Stockport 017A","Working-age adults with no qualifications",51
"E01005881","Stockport 017B","Working-age adults with no qualifications",41
"E01005883","Stockport 017C","Working-age adults with no qualifications",50
"E01005908","Stockport 017D","Working-age adults with no qualifications",40
"E01005765","Stockport 018A","Working-age adults with no qualifications",114
"E01005818","Stockport 018B","Working-age adults with no qualifications",182
"E01005819","Stockport 018C","Working-age adults with no qualifications",149
"E01005820","Stockport 018D","Working-age adults with no qualifications",120
"E01005821","Stockport 018E","Working-age adults with no qualifications",166
"E01005823","Stockport 018F","Working-age adults with no qualifications",188
"E01005825","Stockport 019A","Working-age adults with no qualifications",115
"E01005872","Stockport 019B","Working-age adults with no qualifications",186
"E01005874","Stockport 019C","Working-age adults with no qualifications",290
"E01005876","Stockport 019D","Working-age adults with no qualifications",135
"E01005877","Stockport 019E","Working-age adults with no qualifications",116
"E01005878","Stockport 020A","Working-age adults with no qualifications",145
"E01005879","Stockport 020B","Working-age adults with no qualifications",115
"E01005882","Stockport 020C","Working-age adults with no qualifications",59
"E01005884","Stockport 020D","Working-age adults with no qualifications",72
"E01005885","Stockport 020E","Working-age adults with no qualifications",93
"E01005832","Stockport 021A","Working-age adults with no qualifications",118
"E01005833","Stockport 021B","Working-age adults with no qualifications",73
"E01005835","Stockport 021C","Working-age adults with no qualifications",93
"E01005837","Stockport 021D","Working-age adults with no qualifications",128
"E01005843","Stockport 021E","Working-age adults with no qualifications",98
"E01005769","Stockport 022A","Working-age adults with no qualifications",73
"E01005778","Stockport 022B","Working-age adults with no qualifications",98
"E01005779","Stockport 022C","Working-age adults with no qualifications",102
"E01005780","Stockport 022D","Working-age adults with no qualifications",104
"E01005781","Stockport 022E","Working-age adults with no qualifications",218
"E01005759","Stockport 023A","Working-age adults with no qualifications",169
"E01005760","Stockport 023B","Working-age adults with no qualifications",174
"E01005797","Stockport 023C","Working-age adults with no qualifications",119
"E01005800","Stockport 023D","Working-age adults with no qualifications",80
"E01005804","Stockport 023E","Working-age adults with no qualifications",101
"E01005824","Stockport 024A","Working-age adults with no qualifications",155
"E01005826","Stockport 024B","Working-age adults with no qualifications",212
"E01005827","Stockport 024C","Working-age adults with no qualifications",105
"E01005828","Stockport 024D","Working-age adults with no qualifications",228
"E01005829","Stockport 024E","Working-age adults with no qualifications",176
"E01005768","Stockport 025A","Working-age adults with no qualifications",82
"E01005770","Stockport 025B","Working-age adults with no qualifications",64
"E01005771","Stockport 025C","Working-age adults with no qualifications",66
"E01005775","Stockport 025D","Working-age adults with no qualifications",69
"E01005761","Stockport 026A","Working-age adults with no qualifications",216
"E01005762","Stockport 026B","Working-age adults with no qualifications",330
"E01005763","Stockport 026C","Working-age adults with no qualifications",286
"E01005799","Stockport 026D","Working-age adults with no qualifications",311
"E01005798","Stockport 027A","Working-age adults with no qualifications",104
"E01005801","Stockport 027B","Working-age adults with no qualifications",111
"E01005802","Stockport 027C","Working-age adults with no qualifications",69
"E01005803","Stockport 027D","Working-age adults with no qualifications",46
"E01005830","Stockport 027E","Working-age adults with no qualifications",103
"E01005831","Stockport 027F","Working-age adults with no qualifications",97
"E01005767","Stockport 028A","Working-age adults with no qualifications",67
"E01005772","Stockport 028B","Working-age adults with no qualifications",84
"E01005773","Stockport 028C","Working-age adults with no qualifications",81
"E01005774","Stockport 028D","Working-age adults with no qualifications",197
"E01005776","Stockport 028E","Working-age adults with no qualifications",84
"E01005909","Stockport 029A","Working-age adults with no qualifications",65
"E01005910","Stockport 029B","Working-age adults with no qualifications",150
"E01005911","Stockport 029C","Working-age adults with no qualifications",81
"E01005912","Stockport 029D","Working-age adults with no qualifications",74
"E01005782","Stockport 030A","Working-age adults with no qualifications",70
"E01005783","Stockport 030B","Working-age adults with no qualifications",89
"E01005784","Stockport 030C","Working-age adults with no qualifications",57
"E01005785","Stockport 030D","Working-age adults with no qualifications",56
"E01005786","Stockport 030E","Working-age adults with no qualifications",62
"E01005834","Stockport 031A","Working-age adults with no qualifications",174
"E01005836","Stockport 031B","Working-age adults with no qualifications",118
"E01005838","Stockport 031C","Working-age adults with no qualifications",130
"E01005840","Stockport 031D","Working-age adults with no qualifications",108
"E01005927","Stockport 032A","Working-age adults with no qualifications",49
"E01005928","Stockport 032B","Working-age adults with no qualifications",141
"E01005929","Stockport 032C","Working-age adults with no qualifications",38
"E01005930","Stockport 032D","Working-age adults with no qualifications",39
"E01005806","Stockport 033A","Working-age adults with no qualifications",52
"E01005813","Stockport 033B","Working-age adults with no qualifications",62
"E01005814","Stockport 033C","Working-age adults with no qualifications",47
"E01005815","Stockport 033D","Working-age adults with no qualifications",73
"E01005777","Stockport 034A","Working-age adults with no qualifications",110
"E01005787","Stockport 034B","Working-age adults with no qualifications",50
"E01005788","Stockport 034C","Working-age adults with no qualifications",58
"E01005790","Stockport 034D","Working-age adults with no qualifications",97
"E01005805","Stockport 035A","Working-age adults with no qualifications",52
"E01005807","Stockport 035B","Working-age adults with no qualifications",65
"E01005839","Stockport 035C","Working-age adults with no qualifications",58
"E01005841","Stockport 035D","Working-age adults with no qualifications",92
"E01005844","Stockport 036A","Working-age adults with no qualifications",126
"E01005845","Stockport 036B","Working-age adults with no qualifications",128
"E01005849","Stockport 036C","Working-age adults with no qualifications",81
"E01005851","Stockport 036D","Working-age adults with no qualifications",96
"E01005808","Stockport 037A","Working-age adults with no qualifications",41
"E01005809","Stockport 037B","Working-age adults with no qualifications",46
"E01005810","Stockport 037C","Working-age adults with no qualifications",45
"E01005811","Stockport 037D","Working-age adults with no qualifications",50
"E01005812","Stockport 037E","Working-age adults with no qualifications",47
"E01005842","Stockport 038A","Working-age adults with no qualifications",95
"E01005906","Stockport 038B","Working-age adults with no qualifications",66
"E01005907","Stockport 038C","Working-age adults with no qualifications",62
"E01005913","Stockport 038D","Working-age adults with no qualifications",85
"E01005789","Stockport 039A","Working-age adults with no qualifications",51
"E01005791","Stockport 039B","Working-age adults with no qualifications",69
"E01005793","Stockport 039C","Working-age adults with no qualifications",73
"E01005795","Stockport 039D","Working-age adults with no qualifications",47
"E01005796","Stockport 039E","Working-age adults with no qualifications",46
"E01005846","Stockport 040A","Working-age adults with no qualifications",119
"E01005847","Stockport 040B","Working-age adults with no qualifications",101
"E01005848","Stockport 040C","Working-age adults with no qualifications",140
"E01005850","Stockport 040D","Working-age adults with no qualifications",178
"E01005792","Stockport 041A","Working-age adults with no qualifications",38
"E01005794","Stockport 041B","Working-age adults with no qualifications",35
"E01005923","Stockport 041C","Working-age adults with no qualifications",36
"E01005931","Stockport 041D","Working-age adults with no qualifications",27
"E01005924","Stockport 042A","Working-age adults with no qualifications",24
"E01005925","Stockport 042B","Working-age adults with no qualifications",43
"E01005926","Stockport 042C","Working-age adults with no qualifications",51
"E01005932","Stockport 042D","Working-age adults with no qualifications",38
"E01006053","Tameside 001A","Working-age adults with no qualifications",112
"E01006054","Tameside 001B","Working-age adults with no qualifications",200
"E01006055","Tameside 001C","Working-age adults with no qualifications",104
"E01006057","Tameside 001D","Working-age adults with no qualifications",128
"E01006058","Tameside 001E","Working-age adults with no qualifications",179
"E01006059","Tameside 001F","Working-age adults with no qualifications",107
"E01005938","Tameside 002A","Working-age adults with no qualifications",202
"E01005939","Tameside 002B","Working-age adults with no qualifications",99
"E01005940","Tameside 002C","Working-age adults with no qualifications",158
"E01005955","Tameside 002D","Working-age adults with no qualifications",128
"E01006056","Tameside 003A","Working-age adults with no qualifications",222
"E01006061","Tameside 003B","Working-age adults with no qualifications",317
"E01006062","Tameside 003C","Working-age adults with no qualifications",130
"E01006063","Tameside 003D","Working-age adults with no qualifications",134
"E01005936","Tameside 004A","Working-age adults with no qualifications",155
"E01005937","Tameside 004B","Working-age adults with no qualifications",189
"E01005945","Tameside 004C","Working-age adults with no qualifications",327
"E01005946","Tameside 004D","Working-age adults with no qualifications",225
"E01005947","Tameside 004E","Working-age adults with no qualifications",273
"E01005954","Tameside 005A","Working-age adults with no qualifications",193
"E01005956","Tameside 005B","Working-age adults with no qualifications",154
"E01005957","Tameside 005C","Working-age adults with no qualifications",164
"E01005958","Tameside 005D","Working-age adults with no qualifications",224
"E01005959","Tameside 005E","Working-age adults with no qualifications",311
"E01005933","Tameside 006A","Working-age adults with no qualifications",291
"E01005934","Tameside 006B","Working-age adults with no qualifications",167
"E01005935","Tameside 006C","Working-age adults with no qualifications",310
"E01005949","Tameside 006D","Working-age adults with no qualifications",225
"E01005960","Tameside 006E","Working-age adults with no qualifications",242
"E01005941","Tameside 007A","Working-age adults with no qualifications",292
"E01005942","Tameside 007B","Working-age adults with no qualifications",135
"E01005943","Tameside 007C","Working-age adults with no qualifications",176
"E01005944","Tameside 007D","Working-age adults with no qualifications",170
"E01006060","Tameside 008A","Working-age adults with no qualifications",221
"E01006064","Tameside 008B","Working-age adults with no qualifications",309
"E01006065","Tameside 008C","Working-age adults with no qualifications",196
"E01006066","Tameside 008D","Working-age adults with no qualifications",188
"E01006067","Tameside 009A","Working-age adults with no qualifications",134
"E01006068","Tameside 009B","Working-age adults with no qualifications",163
"E01006069","Tameside 009C","Working-age adults with no qualifications",246
"E01006073","Tameside 009D","Working-age adults with no qualifications",249
"E01005993","Tameside 010A","Working-age adults with no qualifications",192
"E01005995","Tameside 010B","Working-age adults with no qualifications",107
"E01005996","Tameside 010C","Working-age adults with no qualifications",275
"E01005997","Tameside 010D","Working-age adults with no qualifications",185
"E01006000","Tameside 010E","Working-age adults with no qualifications",219
"E01005994","Tameside 011A","Working-age adults with no qualifications",199
"E01005999","Tameside 011B","Working-age adults with no qualifications",293
"E01006002","Tameside 011C","Working-age adults with no qualifications",162
"E01006004","Tameside 011D","Working-age adults with no qualifications",184
"E01006005","Tameside 011E","Working-age adults with no qualifications",242
"E01006007","Tameside 011F","Working-age adults with no qualifications",206
"E01005998","Tameside 012A","Working-age adults with no qualifications",211
"E01006001","Tameside 012B","Working-age adults with no qualifications",183
"E01006003","Tameside 012C","Working-age adults with no qualifications",178
"E01006006","Tameside 012D","Working-age adults with no qualifications",182
"E01005948","Tameside 013A","Working-age adults with no qualifications",372
"E01005950","Tameside 013B","Working-age adults with no qualifications",356
"E01005951","Tameside 013C","Working-age adults with no qualifications",257
"E01005952","Tameside 013D","Working-age adults with no qualifications",486
"E01005953","Tameside 013E","Working-age adults with no qualifications",329
"E01005961","Tameside 014A","Working-age adults with no qualifications",128
"E01005962","Tameside 014B","Working-age adults with no qualifications",144
"E01005968","Tameside 014C","Working-age adults with no qualifications",124
"E01005969","Tameside 014D","Working-age adults with no qualifications",125
"E01006022","Tameside 015A","Working-age adults with no qualifications",146
"E01006023","Tameside 015B","Working-age adults with no qualifications",228
"E01006070","Tameside 015C","Working-age adults with no qualifications",101
"E01006071","Tameside 015D","Working-age adults with no qualifications",88
"E01006072","Tameside 015E","Working-age adults with no qualifications",93
"E01006009","Tameside 016A","Working-age adults with no qualifications",172
"E01006017","Tameside 016B","Working-age adults with no qualifications",104
"E01006018","Tameside 016C","Working-age adults with no qualifications",106
"E01006021","Tameside 016D","Working-age adults with no qualifications",128
"E01006008","Tameside 017A","Working-age adults with no qualifications",160
"E01006010","Tameside 017B","Working-age adults with no qualifications",219
"E01006012","Tameside 017C","Working-age adults with no qualifications",205
"E01006015","Tameside 017D","Working-age adults with no qualifications",118
"E01006016","Tameside 017E","Working-age adults with no qualifications",367
"E01006011","Tameside 018A","Working-age adults with no qualifications",321
"E01006013","Tameside 018B","Working-age adults with no qualifications",162
"E01006014","Tameside 018C","Working-age adults with no qualifications",227
"E01006019","Tameside 018D","Working-age adults with no qualifications",234
"E01006020","Tameside 018E","Working-age adults with no qualifications",166
"E01005963","Tameside 019A","Working-age adults with no qualifications",140
"E01005964","Tameside 019B","Working-age adults with no qualifications",154
"E01005965","Tameside 019C","Working-age adults with no qualifications",243
"E01005966","Tameside 019D","Working-age adults with no qualifications",179
"E01005967","Tameside 019E","Working-age adults with no qualifications",264
"E01006031","Tameside 020A","Working-age adults with no qualifications",279
"E01006032","Tameside 020B","Working-age adults with no qualifications",251
"E01006033","Tameside 020C","Working-age adults with no qualifications",208
"E01006034","Tameside 020D","Working-age adults with no qualifications",300
"E01006035","Tameside 020E","Working-age adults with no qualifications",274
"E01006036","Tameside 020F","Working-age adults with no qualifications",243
"E01005970","Tameside 021A","Working-age adults with no qualifications",148
"E01005972","Tameside 021B","Working-age adults with no qualifications",233
"E01005974","Tameside 021C","Working-age adults with no qualifications",207
"E01005975","Tameside 021D","Working-age adults with no qualifications",196
"E01006024","Tameside 022A","Working-age adults with no qualifications",122
"E01006026","Tameside 022B","Working-age adults with no qualifications",160
"E01006037","Tameside 022C","Working-age adults with no qualifications",111
"E01006038","Tameside 022D","Working-age adults with no qualifications",169
"E01006047","Tameside 023A","Working-age adults with no qualifications",133
"E01006048","Tameside 023B","Working-age adults with no qualifications",91
"E01006049","Tameside 023C","Working-age adults with no qualifications",169
"E01006051","Tameside 023D","Working-age adults with no qualifications",152
"E01005985","Tameside 024A","Working-age adults with no qualifications",102
"E01005987","Tameside 024B","Working-age adults with no qualifications",140
"E01005988","Tameside 024C","Working-age adults with no qualifications",103
"E01005990","Tameside 024D","Working-age adults with no qualifications",132
"E01005991","Tameside 024E","Working-age adults with no qualifications",104
"E01005971","Tameside 025A","Working-age adults with no qualifications",148
"E01005986","Tameside 025B","Working-age adults with no qualifications",144
"E01005989","Tameside 025C","Working-age adults with no qualifications",82
"E01005992","Tameside 025D","Working-age adults with no qualifications",168
"E01005973","Tameside 026A","Working-age adults with no qualifications",140
"E01005976","Tameside 026B","Working-age adults with no qualifications",228
"E01005977","Tameside 026C","Working-age adults with no qualifications",198
"E01005978","Tameside 026D","Working-age adults with no qualifications",225
"E01006025","Tameside 027A","Working-age adults with no qualifications",314
"E01006027","Tameside 027B","Working-age adults with no qualifications",311
"E01006050","Tameside 027C","Working-age adults with no qualifications",378
"E01006052","Tameside 027D","Working-age adults with no qualifications",291
"E01006028","Tameside 028A","Working-age adults with no qualifications",268
"E01006029","Tameside 028B","Working-age adults with no qualifications",295
"E01006030","Tameside 028C","Working-age adults with no qualifications",255
"E01006039","Tameside 028D","Working-age adults with no qualifications",230
"E01006040","Tameside 028E","Working-age adults with no qualifications",269
"E01006041","Tameside 028F","Working-age adults with no qualifications",233
"E01005979","Tameside 029A","Working-age adults with no qualifications",178
"E01005980","Tameside 029B","Working-age adults with no qualifications",225
"E01005981","Tameside 029C","Working-age adults with no qualifications",211
"E01005982","Tameside 029D","Working-age adults with no qualifications",195
"E01005983","Tameside 029E","Working-age adults with no qualifications",130
"E01005984","Tameside 029F","Working-age adults with no qualifications",282
"E01006042","Tameside 030A","Working-age adults with no qualifications",122
"E01006043","Tameside 030B","Working-age adults with no qualifications",125
"E01006044","Tameside 030C","Working-age adults with no qualifications",130
"E01006045","Tameside 030D","Working-age adults with no qualifications",77
"E01006046","Tameside 030E","Working-age adults with no qualifications",90
"E01006109","Trafford 001A","Working-age adults with no qualifications",254
"E01006110","Trafford 001B","Working-age adults with no qualifications",217
"E01006111","Trafford 001C","Working-age adults with no qualifications",233
"E01006112","Trafford 001D","Working-age adults with no qualifications",288
"E01006185","Trafford 001E","Working-age adults with no qualifications",278
"E01006188","Trafford 001F","Working-age adults with no qualifications",155
"E01006116","Trafford 002A","Working-age adults with no qualifications",87
"E01006117","Trafford 002B","Working-age adults with no qualifications",112
"E01006118","Trafford 002C","Working-age adults with no qualifications",121
"E01006119","Trafford 002D","Working-age adults with no qualifications",112
"E01006121","Trafford 002E","Working-age adults with no qualifications",149
"E01006141","Trafford 003A","Working-age adults with no qualifications",171
"E01006186","Trafford 003B","Working-age adults with no qualifications",175
"E01006187","Trafford 003C","Working-age adults with no qualifications",267
"E01006189","Trafford 003D","Working-age adults with no qualifications",233
"E01006113","Trafford 004A","Working-age adults with no qualifications",149
"E01006114","Trafford 004B","Working-age adults with no qualifications",210
"E01006115","Trafford 004C","Working-age adults with no qualifications",167
"E01006145","Trafford 004D","Working-age adults with no qualifications",229
"E01006146","Trafford 004E","Working-age adults with no qualifications",144
"E01006122","Trafford 005A","Working-age adults with no qualifications",71
"E01006123","Trafford 005B","Working-age adults with no qualifications",98
"E01006124","Trafford 005C","Working-age adults with no qualifications",68
"E01006128","Trafford 005D","Working-age adults with no qualifications",105
"E01006131","Trafford 005E","Working-age adults with no qualifications",68
"E01006155","Trafford 006A","Working-age adults with no qualifications",128
"E01006157","Trafford 006B","Working-age adults with no qualifications",146
"E01006159","Trafford 006C","Working-age adults with no qualifications",221
"E01006182","Trafford 006D","Working-age adults with no qualifications",118
"E01006183","Trafford 006E","Working-age adults with no qualifications",129
"E01006125","Trafford 007A","Working-age adults with no qualifications",103
"E01006126","Trafford 007B","Working-age adults with no qualifications",197
"E01006127","Trafford 007C","Working-age adults with no qualifications",141
"E01006130","Trafford 007D","Working-age adults with no qualifications",91
"E01006132","Trafford 007E","Working-age adults with no qualifications",99
"E01006156","Trafford 008A","Working-age adults with no qualifications",150
"E01006158","Trafford 008B","Working-age adults with no qualifications",189
"E01006179","Trafford 008C","Working-age adults with no qualifications",188
"E01006184","Trafford 008D","Working-age adults with no qualifications",195
"E01006198","Trafford 009A","Working-age adults with no qualifications",101
"E01006199","Trafford 009B","Working-age adults with no qualifications",155
"E01006200","Trafford 009C","Working-age adults with no qualifications",123
"E01006201","Trafford 009D","Working-age adults with no qualifications",113
"E01006202","Trafford 009E","Working-age adults with no qualifications",73
"E01006120","Trafford 010A","Working-age adults with no qualifications",90
"E01006129","Trafford 010B","Working-age adults with no qualifications",107
"E01006133","Trafford 010C","Working-age adults with no qualifications",72
"E01006197","Trafford 010D","Working-age adults with no qualifications",83
"E01006203","Trafford 010E","Working-age adults with no qualifications",70
"E01006142","Trafford 011A","Working-age adults with no qualifications",135
"E01006143","Trafford 011B","Working-age adults with no qualifications",92
"E01006144","Trafford 011C","Working-age adults with no qualifications",190
"E01006180","Trafford 011D","Working-age adults with no qualifications",145
"E01006181","Trafford 011E","Working-age adults with no qualifications",149
"E01006147","Trafford 012A","Working-age adults with no qualifications",54
"E01006149","Trafford 012B","Working-age adults with no qualifications",54
"E01006150","Trafford 012C","Working-age adults with no qualifications",76
"E01006154","Trafford 012D","Working-age adults with no qualifications",68
"E01006165","Trafford 012E","Working-age adults with no qualifications",120
"E01006166","Trafford 013A","Working-age adults with no qualifications",165
"E01006169","Trafford 013B","Working-age adults with no qualifications",100
"E01006170","Trafford 013C","Working-age adults with no qualifications",84
"E01006171","Trafford 013D","Working-age adults with no qualifications",235
"E01006098","Trafford 014A","Working-age adults with no qualifications",30
"E01006099","Trafford 014B","Working-age adults with no qualifications",75
"E01006164","Trafford 014C","Working-age adults with no qualifications",70
"E01006174","Trafford 014D","Working-age adults with no qualifications",75
"E01006178","Trafford 014E","Working-age adults with no qualifications",106
"E01006097","Trafford 015A","Working-age adults with no qualifications",67
"E01006160","Trafford 015B","Working-age adults with no qualifications",93
"E01006161","Trafford 015C","Working-age adults with no qualifications",63
"E01006162","Trafford 015D","Working-age adults with no qualifications",39
"E01006163","Trafford 015E","Working-age adults with no qualifications",72
"E01006148","Trafford 016A","Working-age adults with no qualifications",84
"E01006151","Trafford 016B","Working-age adults with no qualifications",61
"E01006152","Trafford 016C","Working-age adults with no qualifications",62
"E01006153","Trafford 016D","Working-age adults with no qualifications",54
"E01006172","Trafford 016E","Working-age adults with no qualifications",91
"E01006104","Trafford 017A","Working-age adults with no qualifications",194
"E01006105","Trafford 017B","Working-age adults with no qualifications",288
"E01006106","Trafford 017C","Working-age adults with no qualifications",191
"E01006107","Trafford 017D","Working-age adults with no qualifications",215
"E01006108","Trafford 017E","Working-age adults with no qualifications",313
"E01006102","Trafford 018A","Working-age adults with no qualifications",67
"E01006173","Trafford 018B","Working-age adults with no qualifications",82
"E01006175","Trafford 018C","Working-age adults with no qualifications",202
"E01006176","Trafford 018D","Working-age adults with no qualifications",116
"E01006177","Trafford 018E","Working-age adults with no qualifications",226
"E01006091","Trafford 019A","Working-age adults with no qualifications",115
"E01006092","Trafford 019B","Working-age adults with no qualifications",179
"E01006095","Trafford 019C","Working-age adults with no qualifications",80
"E01006167","Trafford 019D","Working-age adults with no qualifications",271
"E01006168","Trafford 019E","Working-age adults with no qualifications",301
"E01006090","Trafford 020A","Working-age adults with no qualifications",117
"E01006094","Trafford 020B","Working-age adults with no qualifications",54
