lsoa11cd,lsoa11nm,lad16nm,measure,value
E01005833,Stockport 021B,Stockport,Working-age adults with no qualifications,73
E01005835,Stockport 021C,Stockport,Working-age adults with no qualifications,93
E01005837,Stockport 021D,Stockport,Working-age adults with no qualifications,128
E01005843,Stockport 021E,Stockport,Working-age adults with no qualifications,98
E01005769,Stockport 022A,Stockport,Working-age adults with no qualifications,73
E01005778,Stockport 022B,Stockport,Working-age adults with no qualifications,98
E01005779,Stockport 022C,Stockport,Working-age adults with no qualifications,102
E01005780,Stockport 022D,Stockport,Working-age adults with no qualifications,104
E01005781,Stockport 022E,Stockport,Working-age adults with no qualifications,218
E01005759,Stockport 023A,Stockport,Working-age adults with no qualifications,169
E01005760,Stockport 023B,Stockport,Working-age adults with no qualifications,174
E01005797,Stockport 023C,Stockport,Working-age adults with no qualifications,119
E01005800,Stockport 023D,Stockport,Working-age adults with no qualifications,80
E01005804,Stockport 023E,Stockport,Working-age adults with no qualifications,101
E01005824,Stockport 024A,Stockport,Working-age adults with no qualifications,155
E01005826,Stockport 024B,Stockport,Working-age adults with no qualifications,212
E01005827,Stockport 024C,Stockport,Working-age adults with no qualifications,105
E01005828,Stockport 024D,Stockport,Working-age adults with no qualifications,228
E01005829,Stockport 024E,Stockport,Working-age adults with no qualifications,176
E01005768,Stockport 025A,Stockport,Working-age adults with no qualifications,82
E01005770,Stockport 025B,Stockport,Working-age adults with no qualifications,64
E01005771,Stockport 025C,Stockport,Working-age adults with no qualifications,66
E01005775,Stockport 025D,Stockport,Working-age adults with no qualifications,69
E01005761,Stockport 026A,Stockport,Working-age adults with no qualifications,216
E01005762,Stockport 026B,Stockport,Working-age adults with no qualifications,330
E01005763,Stockport 026C,Stockport,Working-age adults with no qualifications,286
E01005799,Stockport 026D,Stockport,Working-age adults with no qualifications,311
E01005798,Stockport 027A,Stockport,Working-age adults with no qualifications,104
E01005801,Stockport 027B,Stockport,Working-age adults with no qualifications,111
E01005802,Stockport 027C,Stockport,Working-age adults with no qualifications,69
E01005803,Stockport 027D,Stockport,Working-age adults with no qualifications,46
E01005830,Stockport 027E,Stockport,Working-age adults with no qualifications,103
E01005831,Stockport 027F,Stockport,Working-age adults with no qualifications,97
E01005767,Stockport 028A,Stockport,Working-age adults with no qualifications,67
E01005772,Stockport 028B,Stockport,Working-age adults with no qualifications,84
E01005773,Stockport 028C,Stockport,Working-age adults with no qualifications,81
E01005774,Stockport 028D,Stockport,Working-age adults with no qualifications,197
E01005776,Stockport 028E,Stockport,Working-age adults with no qualifications,84
E01005909,Stockport 029A,Stockport,Working-age adults with no qualifications,65
E01005910,Stockport 029B,Stockport,Working-age adults with no qualifications,150
E01005911,Stockport 029C,Stockport,Working-age adults with no qualifications,81
E01005912,Stockport 029D,Stockport,Working-age adults with no qualifications,74
E01005782,Stockport 030A,Stockport,Working-age adults with no qualifications,70
E01005783,Stockport 030B,Stockport,Working-age adults with no qualifications,89
E01005784,Stockport 030C,Stockport,Working-age adults with no qualifications,57
E01005785,Stockport 030D,Stockport,Working-age adults with no qualifications,56
E01005786,Stockport 030E,Stockport,Working-age adults with no qualifications,62
E01005834,Stockport 031A,Stockport,Working-age adults with no qualifications,174
E01005836,Stockport 031B,Stockport,Working-age adults with no qualifications,118
E01005838,Stockport 031C,Stockport,Working-age adults with no qualifications,130
E01005840,Stockport 031D,Stockport,Working-age adults with no qualifications,108
E01005927,Stockport 032A,Stockport,Working-age adults with no qualifications,49
E01005928,Stockport 032B,Stockport,Working-age adults with no qualifications,141
E01005929,Stockport 032C,Stockport,Working-age adults with no qualifications,38
E01005930,Stockport 032D,Stockport,Working-age adults with no qualifications,39
E01005806,Stockport 033A,Stockport,Working-age adults with no qualifications,52
E01005813,Stockport 033B,Stockport,Working-age adults with no qualifications,62
E01005814,Stockport 033C,Stockport,Working-age adults with no qualifications,47
E01005815,Stockport 033D,Stockport,Working-age adults with no qualifications,73
E01005777,Stockport 034A,Stockport,Working-age adults with no qualifications,110
E01005787,Stockport 034B,Stockport,Working-age adults with no qualifications,50
E01005788,Stockport 034C,Stockport,Working-age adults with no qualifications,58
E01005790,Stockport 034D,Stockport,Working-age adults with no qualifications,97
E01005805,Stockport 035A,Stockport,Working-age adults with no qualifications,52
E01005807,Stockport 035B,Stockport,Working-age adults with no qualifications,65
E01005839,Stockport 035C,Stockport,Working-age adults with no qualifications,58
E01005841,Stockport 035D,Stockport,Working-age adults with no qualifications,92
E01005844,Stockport 036A,Stockport,Working-age adults with no qualifications,126
E01005845,Stockport 036B,Stockport,Working-age adults with no qualifications,128
E01005849,Stockport 036C,Stockport,Working-age adults with no qualifications,81
E01005851,Stockport 036D,Stockport,Working-age adults with no qualifications,96
E01005808,Stockport 037A,Stockport,Working-age adults with no qualifications,41
E01005809,Stockport 037B,Stockport,Working-age adults with no qualifications,46
E01005810,Stockport 037C,Stockport,Working-age adults with no qualifications,45
E01005811,Stockport 037D,Stockport,Working-age adults with no qualifications,50
E01005812,Stockport 037E,Stockport,Working-age adults with no qualifications,47
E01005842,Stockport 038A,Stockport,Working-age adults with no qualifications,95
E01005906,Stockport 038B,Stockport,Working-age adults with no qualifications,66
E01005907,Stockport 038C,Stockport,Working-age adults with no qualifications,62
E01005913,Stockport 038D,Stockport,Working-age adults with no qualifications,85
E01005789,Stockport 039A,Stockport,Working-age adults with no qualifications,51
E01005791,Stockport 039B,Stockport,Working-age adults with no qualifications,69
E01005793,Stockport 039C,Stockport,Working-age adults with no qualifications,73
E01005795,Stockport 039D,Stockport,Working-age adults with no qualifications,47
E01005796,Stockport 039E,Stockport,Working-age adults with no qualifications,46
E01005846,Stockport 040A,Stockport,Working-age adults with no qualifications,119
E01005847,Stockport 040B,Stockport,Working-age adults with no qualifications,101
E01005848,Stockport 040C,Stockport,Working-age adults with no qualifications,140
E01005850,Stockport 040D,Stockport,Working-age adults with no qualifications,178
E01005792,Stockport 041A,Stockport,Working-age adults with no qualifications,38
E01005794,Stockport 041B,Stockport,Working-age adults with no qualifications,35
E01005923,Stockport 041C,Stockport,Working-age adults with no qualifications,36
E01005931,Stockport 041D,Stockport,Working-age adults with no qualifications,27
E01005924,Stockport 042A,Stockport,Working-age adults with no qualifications,24
E01005925,Stockport 042B,Stockport,Working-age adults with no qualifications,43
E01005926,Stockport 042C,Stockport,Working-age adults with no qualifications,51
E01005932,Stockport 042D,Stockport,Working-age adults with no qualifications,38
E01006053,Tameside 001A,Tameside,Working-age adults with no qualifications,112
E01006054,Tameside 001B,Tameside,Working-age adults with no qualifications,200
E01006055,Tameside 001C,Tameside,Working-age adults with no qualifications,104
E01006057,Tameside 001D,Tameside,Working-age adults with no qualifications,128
E01006058,Tameside 001E,Tameside,Working-age adults with no qualifications,179
E01006059,Tameside 001F,Tameside,Working-age adults with no qualifications,107
E01005938,Tameside 002A,Tameside,Working-age adults with no qualifications,202
E01005939,Tameside 002B,Tameside,Working-age adults with no qualifications,99
E01005940,Tameside 002C,Tameside,Working-age adults with no qualifications,158
E01005955,Tameside 002D,Tameside,Working-age adults with no qualifications,128
E01006056,Tameside 003A,Tameside,Working-age adults with no qualifications,222
E01006061,Tameside 003B,Tameside,Working-age adults with no qualifications,317
E01006062,Tameside 003C,Tameside,Working-age adults with no qualifications,130
E01006063,Tameside 003D,Tameside,Working-age adults with no qualifications,134
E01005936,Tameside 004A,Tameside,Working-age adults with no qualifications,155
E01005937,Tameside 004B,Tameside,Working-age adults with no qualifications,189
E01005945,Tameside 004C,Tameside,Working-age adults with no qualifications,327
E01005946,Tameside 004D,Tameside,Working-age adults with no qualifications,225
E01005947,Tameside 004E,Tameside,Working-age adults with no qualifications,273
E01005954,Tameside 005A,Tameside,Working-age adults with no qualifications,193
E01005956,Tameside 005B,Tameside,Working-age adults with no qualifications,154
E01005957,Tameside 005C,Tameside,Working-age adults with no qualifications,164
E01005958,Tameside 005D,Tameside,Working-age adults with no qualifications,224
E01005959,Tameside 005E,Tameside,Working-age adults with no qualifications,311
E01005933,Tameside 006A,Tameside,Working-age adults with no qualifications,291
E01005934,Tameside 006B,Tameside,Working-age adults with no qualifications,167
E01005935,Tameside 006C,Tameside,Working-age adults with no qualifications,310
E01005949,Tameside 006D,Tameside,Working-age adults with no qualifications,225
E01005960,Tameside 006E,Tameside,Working-age adults with no qualifications,242
E01005941,Tameside 007A,Tameside,Working-age adults with no qualifications,292
E01005942,Tameside 007B,Tameside,Working-age adults with no qualifications,135
E01005943,Tameside 007C,Tameside,Working-age adults with no qualifications,176
E01005944,Tameside 007D,Tameside,Working-age adults with no qualifications,170
E01006060,Tameside 008A,Tameside,Working-age adults with no qualifications,221
E01006064,Tameside 008B,Tameside,Working-age adults with no qualifications,309
E01006065,Tameside 008C,Tameside,Working-age adults with no qualifications,196
E01006066,Tameside 008D,Tameside,Working-age adults with no qualifications,188
E01006067,Tameside 009A,Tameside,Working-age adults with no qualifications,134
E01006068,Tameside 009B,Tameside,Working-age adults with no qualifications,163
E01006069,Tameside 009C,Tameside,Working-age adults with no qualifications,246
E01006073,Tameside 009D,Tameside,Working-age adults with no qualifications,249
E01005993,Tameside 010A,Tameside,Working-age adults with no qualifications,192
E01005995,Tameside 010B,Tameside,Working-age adults with no qualifications,107
E01005996,Tameside 010C,Tameside,Working-age adults with no qualifications,275
E01005997,Tameside 010D,Tameside,Working-age adults with no qualifications,185
E01006000,Tameside 010E,Tameside,Working-age adults with no qualifications,219
E01005994,Tameside 011A,Tameside,Working-age adults with no qualifications,199
E01005999,Tameside 011B,Tameside,Working-age adults with no qualifications,293
E01006002,Tameside 011C,Tameside,Working-age adults with no qualifications,162
E01006004,Tameside 011D,Tameside,Working-age adults with no qualifications,184
E01006005,Tameside 011E,Tameside,Working-age adults with no qualifications,242
E01006007,Tameside 011F,Tameside,Working-age adults with no qualifications,206
E01005998,Tameside 012A,Tameside,Working-age adults with no qualifications,211
E01006001,Tameside 012B,Tameside,Working-age adults with no qualifications,183
E01006003,Tameside 012C,Tameside,Working-age adults with no qualifications,178
E01006006,Tameside 012D,Tameside,Working-age adults with no qualifications,182
E01005948,Tameside 013A,Tameside,Working-age adults with no qualifications,372
E01005950,Tameside 013B,Tameside,Working-age adults with no qualifications,356
E01005951,Tameside 013C,Tameside,Working-age adults with no qualifications,257
E01005952,Tameside 013D,Tameside,Working-age adults with no qualifications,486
E01005953,Tameside 013E,Tameside,Working-age adults with no qualifications,329
E01005961,Tameside 014A,Tameside,Working-age adults with no qualifications,128
E01005962,Tameside 014B,Tameside,Working-age adults with no qualifications,144
E01005968,Tameside 014C,Tameside,Working-age adults with no qualifications,124
E01005969,Tameside 014D,Tameside,Working-age adults with no qualifications,125
E01006022,Tameside 015A,Tameside,Working-age adults with no qualifications,146
E01006023,Tameside 015B,Tameside,Working-age adults with no qualifications,228
E01006070,Tameside 015C,Tameside,Working-age adults with no qualifications,101
E01006071,Tameside 015D,Tameside,Working-age adults with no qualifications,88
E01006072,Tameside 015E,Tameside,Working-age adults with no qualifications,93
E01006009,Tameside 016A,Tameside,Working-age adults with no qualifications,172
E01006017,Tameside 016B,Tameside,Working-age adults with no qualifications,104
E01006018,Tameside 016C,Tameside,Working-age adults with no qualifications,106
E01006021,Tameside 016D,Tameside,Working-age adults with no qualifications,128
E01006008,Tameside 017A,Tameside,Working-age adults with no qualifications,160
E01006010,Tameside 017B,Tameside,Working-age adults with no qualifications,219
E01006012,Tameside 017C,Tameside,Working-age adults with no qualifications,205
E01006015,Tameside 017D,Tameside,Working-age adults with no qualifications,118
E01006016,Tameside 017E,Tameside,Working-age adults with no qualifications,367
E01006011,Tameside 018A,Tameside,Working-age adults with no qualifications,321
E01006013,Tameside 018B,Tameside,Working-age adults with no qualifications,162
E01006014,Tameside 018C,Tameside,Working-age adults with no qualifications,227
E01006019,Tameside 018D,Tameside,Working-age adults with no qualifications,234
E01006020,Tameside 018E,Tameside,Working-age adults with no qualifications,166
E01005963,Tameside 019A,Tameside,Working-age adults with no qualifications,140
E01005964,Tameside 019B,Tameside,Working-age adults with no qualifications,154
E01005965,Tameside 019C,Tameside,Working-age adults with no qualifications,243
E01005966,Tameside 019D,Tameside,Working-age adults with no qualifications,179
E01005967,Tameside 019E,Tameside,Working-age adults with no qualifications,264
E01006031,Tameside 020A,Tameside,Working-age adults with no qualifications,279
E01006032,Tameside 020B,Tameside,Working-age adults with no qualifications,251
E01006033,Tameside 020C,Tameside,Working-age adults with no qualifications,208
E01006034,Tameside 020D,Tameside,Working-age adults with no qualifications,300
E01006035,Tameside 020E,Tameside,Working-age adults with no qualifications,274
E01006036,Tameside 020F,Tameside,Working-age adults with no qualifications,243
E01005970,Tameside 021A,Tameside,Working-age adults with no qualifications,148
E01005972,Tameside 021B,Tameside,Working-age adults with no qualifications,233
E01005974,Tameside 021C,Tameside,Working-age adults with no qualifications,207
E01005975,Tameside 021D,Tameside,Working-age adults with no qualifications,196
E01006024,Tameside 022A,Tameside,Working-age adults with no qualifications,122
E01006026,Tameside 022B,Tameside,Working-age adults with no qualifications,160
E01006037,Tameside 022C,Tameside,Working-age adults with no qualifications,111
E01006038,Tameside 022D,Tameside,Working-age adults with no qualifications,169
E01006047,Tameside 023A,Tameside,Working-age adults with no qualifications,133
E01006048,Tameside 023B,Tameside,Working-age adults with no qualifications,91
E01006049,Tameside 023C,Tameside,Working-age adults with no qualifications,169
E01006051,Tameside 023D,Tameside,Working-age adults with no qualifications,152
E01005985,Tameside 024A,Tameside,Working-age adults with no qualifications,102
E01005987,Tameside 024B,Tameside,Working-age adults with no qualifications,140
E01005988,Tameside 024C,Tameside,Working-age adults with no qualifications,103
E01005990,Tameside 024D,Tameside,Working-age adults with no qualifications,132
E01005991,Tameside 024E,Tameside,Working-age adults with no qualifications,104
E01005971,Tameside 025A,Tameside,Working-age adults with no qualifications,148
E01005986,Tameside 025B,Tameside,Working-age adults with no qualifications,144
E01005989,Tameside 025C,Tameside,Working-age adults with no qualifications,82
E01005992,Tameside 025D,Tameside,Working-age adults with no qualifications,168
E01005973,Tameside 026A,Tameside,Working-age adults with no qualifications,140
E01005976,Tameside 026B,Tameside,Working-age adults with no qualifications,228
E01005977,Tameside 026C,Tameside,Working-age adults with no qualifications,198
E01005978,Tameside 026D,Tameside,Working-age adults with no qualifications,225
E01006025,Tameside 027A,Tameside,Working-age adults with no qualifications,314
E01006027,Tameside 027B,Tameside,Working-age adults with no qualifications,311
E01006050,Tameside 027C,Tameside,Working-age adults with no qualifications,378
E01006052,Tameside 027D,Tameside,Working-age adults with no qualifications,291
E01006028,Tameside 028A,Tameside,Working-age adults with no qualifications,268
E01006029,Tameside 028B,Tameside,Working-age adults with no qualifications,295
E01006030,Tameside 028C,Tameside,Working-age adults with no qualifications,255
E01006039,Tameside 028D,Tameside,Working-age adults with no qualifications,230
E01006040,Tameside 028E,Tameside,Working-age adults with no qualifications,269
E01006041,Tameside 028F,Tameside,Working-age adults with no qualifications,233
E01005979,Tameside 029A,Tameside,Working-age adults with no qualifications,178
E01005980,Tameside 029B,Tameside,Working-age adults with no qualifications,225
E01005981,Tameside 029C,Tameside,Working-age adults with no qualifications,211
E01005982,Tameside 029D,Tameside,Working-age adults with no qualifications,195
E01005983,Tameside 029E,Tameside,Working-age adults with no qualifications,130
E01005984,Tameside 029F,Tameside,Working-age adults with no qualifications,282
E01006042,Tameside 030A,Tameside,Working-age adults with no qualifications,122
E01006043,Tameside 030B,Tameside,Working-age adults with no qualifications,125
E01006044,Tameside 030C,Tameside,Working-age adults with no qualifications,130
E01006045,Tameside 030D,Tameside,Working-age adults with no qualifications,77
E01006046,Tameside 030E,Tameside,Working-age adults with no qualifications,90
E01006109,Trafford 001A,Trafford,Working-age adults with no qualifications,254
E01006110,Trafford 001B,Trafford,Working-age adults with no qualifications,217
E01006111,Trafford 001C,Trafford,Working-age adults with no qualifications,233
E01006112,Trafford 001D,Trafford,Working-age adults with no qualifications,288
E01006185,Trafford 001E,Trafford,Working-age adults with no qualifications,278
E01006188,Trafford 001F,Trafford,Working-age adults with no qualifications,155
E01006116,Trafford 002A,Trafford,Working-age adults with no qualifications,87
E01006117,Trafford 002B,Trafford,Working-age adults with no qualifications,112
E01006118,Trafford 002C,Trafford,Working-age adults with no qualifications,121
E01006119,Trafford 002D,Trafford,Working-age adults with no qualifications,112
E01006121,Trafford 002E,Trafford,Working-age adults with no qualifications,149
E01006141,Trafford 003A,Trafford,Working-age adults with no qualifications,171
E01006186,Trafford 003B,Trafford,Working-age adults with no qualifications,175
E01006187,Trafford 003C,Trafford,Working-age adults with no qualifications,267
E01006189,Trafford 003D,Trafford,Working-age adults with no qualifications,233
E01006113,Trafford 004A,Trafford,Working-age adults with no qualifications,149
E01006114,Trafford 004B,Trafford,Working-age adults with no qualifications,210
E01006115,Trafford 004C,Trafford,Working-age adults with no qualifications,167
E01006145,Trafford 004D,Trafford,Working-age adults with no qualifications,229
E01006146,Trafford 004E,Trafford,Working-age adults with no qualifications,144
E01006122,Trafford 005A,Trafford,Working-age adults with no qualifications,71
E01006123,Trafford 005B,Trafford,Working-age adults with no qualifications,98
E01006124,Trafford 005C,Trafford,Working-age adults with no qualifications,68
E01006128,Trafford 005D,Trafford,Working-age adults with no qualifications,105
E01006131,Trafford 005E,Trafford,Working-age adults with no qualifications,68
E01006155,Trafford 006A,Trafford,Working-age adults with no qualifications,128
E01006157,Trafford 006B,Trafford,Working-age adults with no qualifications,146
E01006159,Trafford 006C,Trafford,Working-age adults with no qualifications,221
E01006182,Trafford 006D,Trafford,Working-age adults with no qualifications,118
E01006183,Trafford 006E,Trafford,Working-age adults with no qualifications,129
E01006125,Trafford 007A,Trafford,Working-age adults with no qualifications,103
E01006126,Trafford 007B,Trafford,Working-age adults with no qualifications,197
E01006127,Trafford 007C,Trafford,Working-age adults with no qualifications,141
E01006130,Trafford 007D,Trafford,Working-age adults with no qualifications,91
E01006132,Trafford 007E,Trafford,Working-age adults with no qualifications,99
E01006156,Trafford 008A,Trafford,Working-age adults with no qualifications,150
E01006158,Trafford 008B,Trafford,Working-age adults with no qualifications,189
E01006179,Trafford 008C,Trafford,Working-age adults with no qualifications,188
E01006184,Trafford 008D,Trafford,Working-age adults with no qualifications,195
E01006198,Trafford 009A,Trafford,Working-age adults with no qualifications,101
E01006199,Trafford 009B,Trafford,Working-age adults with no qualifications,155
E01006200,Trafford 009C,Trafford,Working-age adults with no qualifications,123
E01006201,Trafford 009D,Trafford,Working-age adults with no qualifications,113
E01006202,Trafford 009E,Trafford,Working-age adults with no qualifications,73
E01006120,Trafford 010A,Trafford,Working-age adults with no qualifications,90
E01006129,Trafford 010B,Trafford,Working-age adults with no qualifications,107
E01006133,Trafford 010C,Trafford,Working-age adults with no qualifications,72
E01006197,Trafford 010D,Trafford,Working-age adults with no qualifications,83
E01006203,Trafford 010E,Trafford,Working-age adults with no qualifications,70
E01006142,Trafford 011A,Trafford,Working-age adults with no qualifications,135
E01006143,Trafford 011B,Trafford,Working-age adults with no qualifications,92
E01006144,Trafford 011C,Trafford,Working-age adults with no qualifications,190
E01006180,Trafford 011D,Trafford,Working-age adults with no qualifications,145
E01006181,Trafford 011E,Trafford,Working-age adults with no qualifications,149
E01006147,Trafford 012A,Trafford,Working-age adults with no qualifications,54
E01006149,Trafford 012B,Trafford,Working-age adults with no qualifications,54
E01006150,Trafford 012C,Trafford,Working-age adults with no qualifications,76
E01006154,Trafford 012D,Trafford,Working-age adults with no qualifications,68
E01006165,Trafford 012E,Trafford,Working-age adults with no qualifications,120
E01006166,Trafford 013A,Trafford,Working-age adults with no qualifications,165
E01006169,Trafford 013B,Trafford,Working-age adults with no qualifications,100
E01006170,Trafford 013C,Trafford,Working-age adults with no qualifications,84
E01006171,Trafford 013D,Trafford,Working-age adults with no qualifications,235
E01006098,Trafford 014A,Trafford,Working-age adults with no qualifications,30
E01006099,Trafford 014B,Trafford,Working-age adults with no qualifications,75
E01006164,Trafford 014C,Trafford,Working-age adults with no qualifications,70
E01006174,Trafford 014D,Trafford,Working-age adults with no qualifications,75
E01006178,Trafford 014E,Trafford,Working-age adults with no qualifications,106
E01006097,Trafford 015A,Trafford,Working-age adults with no qualifications,67
E01006160,Trafford 015B,Trafford,Working-age adults with no qualifications,93
E01006161,Trafford 015C,Trafford,Working-age adults with no qualifications,63
E01006162,Trafford 015D,Trafford,Working-age adults with no qualifications,39
E01006163,Trafford 015E,Trafford,Working-age adults with no qualifications,72
E01006148,Trafford 016A,Trafford,Working-age adults with no qualifications,84
E01006151,Trafford 016B,Trafford,Working-age adults with no qualifications,61
E01006152,Trafford 016C,Trafford,Working-age adults with no qualifications,62
E01006153,Trafford 016D,Trafford,Working-age adults with no qualifications,54
E01006172,Trafford 016E,Trafford,Working-age adults with no qualifications,91
E01006104,Trafford 017A,Trafford,Working-age adults with no qualifications,194
E01006105,Trafford 017B,Trafford,Working-age adults with no qualifications,288
E01006106,Trafford 017C,Trafford,Working-age adults with no qualifications,191
E01006107,Trafford 017D,Trafford,Working-age adults with no qualifications,215
E01006108,Trafford 017E,Trafford,Working-age adults with no qualifications,313
E01006102,Trafford 018A,Trafford,Working-age adults with no qualifications,67
E01006173,Trafford 018B,Trafford,Working-age adults with no qualifications,82
E01006175,Trafford 018C,Trafford,Working-age adults with no qualifications,202
E01006176,Trafford 018D,Trafford,Working-age adults with no qualifications,116
E01006177,Trafford 018E,Trafford,Working-age adults with no qualifications,226
E01006091,Trafford 019A,Trafford,Working-age adults with no qualifications,115
E01006092,Trafford 019B,Trafford,Working-age adults with no qualifications,179
E01006095,Trafford 019C,Trafford,Working-age adults with no qualifications,80
E01006167,Trafford 019D,Trafford,Working-age adults with no qualifications,271
E01006168,Trafford 019E,Trafford,Working-age adults with no qualifications,301
E01006090,Trafford 020A,Trafford,Working-age adults with no qualifications,117
E01006094,Trafford 020B,Trafford,Working-age adults with no qualifications,54
E01006096,Trafford 020C,Trafford,Working-age adults with no qualifications,44
E01006100,Trafford 020D,Trafford,Working-age adults with no qualifications,75
E01006103,Trafford 020E,Trafford,Working-age adults with no qualifications,44
E01006101,Trafford 021A,Trafford,Working-age adults with no qualifications,46
E01006190,Trafford 021B,Trafford,Working-age adults with no qualifications,65
E01006195,Trafford 021C,Trafford,Working-age adults with no qualifications,80
E01006196,Trafford 021D,Trafford,Working-age adults with no qualifications,81
E01006210,Trafford 021E,Trafford,Working-age adults with no qualifications,78
E01006204,Trafford 022A,Trafford,Working-age adults with no qualifications,86
E01006206,Trafford 022B,Trafford,Working-age adults with no qualifications,141
E01006207,Trafford 022C,Trafford,Working-age adults with no qualifications,274
E01006208,Trafford 022D,Trafford,Working-age adults with no qualifications,140
E01006211,Trafford 022E,Trafford,Working-age adults with no qualifications,144
E01006093,Trafford 023A,Trafford,Working-age adults with no qualifications,73
E01006191,Trafford 023B,Trafford,Working-age adults with no qualifications,62
E01006192,Trafford 023C,Trafford,Working-age adults with no qualifications,63
E01006205,Trafford 023D,Trafford,Working-age adults with no qualifications,58
E01006209,Trafford 023E,Trafford,Working-age adults with no qualifications,70
E01006078,Trafford 024A,Trafford,Working-age adults with no qualifications,117
E01006080,Trafford 024B,Trafford,Working-age adults with no qualifications,72
E01006089,Trafford 024C,Trafford,Working-age adults with no qualifications,93
E01006193,Trafford 024D,Trafford,Working-age adults with no qualifications,56
E01006194,Trafford 024E,Trafford,Working-age adults with no qualifications,112
E01006074,Trafford 025A,Trafford,Working-age adults with no qualifications,140
E01006075,Trafford 025B,Trafford,Working-age adults with no qualifications,57
E01006076,Trafford 025C,Trafford,Working-age adults with no qualifications,60
E01006079,Trafford 025D,Trafford,Working-age adults with no qualifications,75
E01006087,Trafford 025E,Trafford,Working-age adults with no qualifications,66
E01006083,Trafford 026A,Trafford,Working-age adults with no qualifications,33
E01006084,Trafford 026B,Trafford,Working-age adults with no qualifications,40
E01006088,Trafford 026C,Trafford,Working-age adults with no qualifications,27
E01006139,Trafford 026D,Trafford,Working-age adults with no qualifications,42
E01006140,Trafford 026E,Trafford,Working-age adults with no qualifications,48
E01006077,Trafford 027A,Trafford,Working-age adults with no qualifications,66
E01006081,Trafford 027B,Trafford,Working-age adults with no qualifications,35
E01006082,Trafford 027C,Trafford,Working-age adults with no qualifications,37
E01006085,Trafford 027D,Trafford,Working-age adults with no qualifications,41
E01006086,Trafford 027E,Trafford,Working-age adults with no qualifications,85
E01006134,Trafford 028A,Trafford,Working-age adults with no qualifications,68
E01006135,Trafford 028B,Trafford,Working-age adults with no qualifications,54
E01006136,Trafford 028C,Trafford,Working-age adults with no qualifications,61
E01006137,Trafford 028D,Trafford,Working-age adults with no qualifications,50
E01006138,Trafford 028E,Trafford,Working-age adults with no qualifications,96
E01006315,Wigan 001A,Wigan,Working-age adults with no qualifications,75
E01006316,Wigan 001B,Wigan,Working-age adults with no qualifications,84
E01006317,Wigan 001C,Wigan,Working-age adults with no qualifications,159
E01006319,Wigan 001D,Wigan,Working-age adults with no qualifications,60
E01006229,Wigan 002A,Wigan,Working-age adults with no qualifications,98
E01006230,Wigan 002B,Wigan,Working-age adults with no qualifications,87
E01006233,Wigan 002C,Wigan,Working-age adults with no qualifications,71
E01006237,Wigan 002D,Wigan,Working-age adults with no qualifications,91
E01006238,Wigan 002E,Wigan,Working-age adults with no qualifications,193
E01006259,Wigan 003A,Wigan,Working-age adults with no qualifications,113
E01006312,Wigan 003B,Wigan,Working-age adults with no qualifications,84
E01006313,Wigan 003C,Wigan,Working-age adults with no qualifications,143
E01006314,Wigan 003D,Wigan,Working-age adults with no qualifications,119
E01006318,Wigan 003E,Wigan,Working-age adults with no qualifications,90
E01006320,Wigan 003F,Wigan,Working-age adults with no qualifications,94
E01006321,Wigan 003G,Wigan,Working-age adults with no qualifications,83
E01006231,Wigan 004A,Wigan,Working-age adults with no qualifications,107
E01006232,Wigan 004B,Wigan,Working-age adults with no qualifications,108
E01006234,Wigan 004C,Wigan,Working-age adults with no qualifications,143
E01006235,Wigan 004D,Wigan,Working-age adults with no qualifications,189
E01006253,Wigan 005A,Wigan,Working-age adults with no qualifications,224
E01006254,Wigan 005B,Wigan,Working-age adults with no qualifications,301
E01006255,Wigan 005C,Wigan,Working-age adults with no qualifications,136
E01006256,Wigan 005D,Wigan,Working-age adults with no qualifications,161
E01006260,Wigan 005E,Wigan,Working-age adults with no qualifications,226
E01006370,Wigan 006A,Wigan,Working-age adults with no qualifications,158
E01006372,Wigan 006B,Wigan,Working-age adults with no qualifications,69
E01006373,Wigan 006C,Wigan,Working-age adults with no qualifications,77
E01006374,Wigan 006D,Wigan,Working-age adults with no qualifications,59
E01006390,Wigan 006E,Wigan,Working-age adults with no qualifications,167
E01006236,Wigan 007A,Wigan,Working-age adults with no qualifications,121
E01006388,Wigan 007B,Wigan,Working-age adults with no qualifications,239
E01006389,Wigan 007C,Wigan,Working-age adults with no qualifications,145
E01006391,Wigan 007D,Wigan,Working-age adults with no qualifications,196
E01006257,Wigan 008A,Wigan,Working-age adults with no qualifications,96
E01006258,Wigan 008B,Wigan,Working-age adults with no qualifications,147
E01006369,Wigan 008C,Wigan,Working-age adults with no qualifications,244
E01006371,Wigan 008D,Wigan,Working-age adults with no qualifications,135
E01006375,Wigan 008E,Wigan,Working-age adults with no qualifications,116
E01006306,Wigan 009A,Wigan,Working-age adults with no qualifications,327
E01006307,Wigan 009B,Wigan,Working-age adults with no qualifications,266
E01006386,Wigan 009C,Wigan,Working-age adults with no qualifications,404
E01006387,Wigan 009D,Wigan,Working-age adults with no qualifications,145
E01006392,Wigan 009E,Wigan,Working-age adults with no qualifications,255
E01006350,Wigan 010A,Wigan,Working-age adults with no qualifications,394
E01006351,Wigan 010B,Wigan,Working-age adults with no qualifications,426
E01006357,Wigan 010C,Wigan,Working-age adults with no qualifications,419
